1.549130145350281396e+01 3.450346333817805866e-01 3.941652878803109661e-01 9.550013333504794311e-01
1.549332723382220856e+01 4.558044875791993911e-01 3.968330257060099786e-01 9.617991237256879877e-01
1.528037570435444792e+01 5.046817020350651273e-01 4.046578804371978033e-01 9.823689243160943496e-01
1.524339085381443581e+01 5.749412966988896034e-01 4.016749492301444069e-01 9.758443142038862872e-01
1.516982702953183626e+01 6.359198827768995921e-01 4.030560343215011665e-01 9.786617385597066177e-01
1.522575823193782618e+01 6.993756847590066883e-01 4.100549838612072007e-01 9.952884547928775305e-01
1.532892644994988096e+01 7.699999809265136719e-01 4.095189960976869936e-01 9.932183188244257943e-01
1.527104641716522693e+01 8.009809873777875566e-01 4.247674053527127347e-01 1.030742105011949628e+00
1.526862556974442775e+01 8.966330361947729699e-01 4.292729708392410415e-01 1.041561989855344317e+00
1.529090979063041544e+01 9.496124104060444937e-01 4.133825467037863244e-01 1.002248282512006261e+00
1.523894468748678754e+01 1.017537117918313472e+00 4.136219609075535431e-01 1.002150588722257707e+00
1.539273083722467206e+01 1.136000843570901031e+00 4.169486164480294410e-01 1.009551855031380896e+00
1.541148003014377643e+01 1.210116242726982705e+00 4.246568377617306878e-01 1.028246159420725725e+00
1.541118162710449369e+01 1.280144353560160209e+00 4.016188361249419247e-01 9.721640448664005119e-01
1.530673410685677283e+01 1.344282446974519596e+00 3.967990070974720118e-01 9.602352069304777027e-01
1.528823964917883949e+01 1.453235906144709322e+00 4.030085749264239459e-01 9.744635305739159925e-01
1.525519253321186675e+01 1.500000000000000000e+00 4.103098603855765414e-01 9.927126200072476925e-01
1.527198630417210978e+01 1.539285569618221716e+00 4.102201636182752909e-01 9.936417812813446160e-01
1.528274478417401205e+01 1.624608567581571128e+00 4.181363531219297602e-01 1.014611308923011768e+00
1.540316287000948137e+01 1.852480174591127238e+00 4.110711015828442116e-01 9.970873995091023012e-01
1.545786356704037523e+01 2.171157544647387638e+00 4.264077612109123394e-01 1.034391145769744558e+00
1.524759673040788321e+01 2.519829504529619513e+00 4.267971687787328050e-01 1.036309995093630754e+00
1.522580948515362032e+01 2.802112184882284751e+00 4.224363567910926487e-01 1.025528849280027410e+00
1.509994404645703625e+01 3.148020529306851945e+00 4.095477009814156855e-01 9.934570464744820750e-01
1.515804100267897780e+01 3.818574342393252774e+00 4.102098747779376331e-01 9.980268977830528687e-01
1.799095937968024828e+01 3.269327778437182142e-01 3.974117318276362276e-01 9.621354662752155118e-01
1.794456943443956476e+01 4.417118822881417883e-01 3.876712294177204199e-01 9.418741527532696889e-01
1.792654289123354161e+01 4.852774341418393811e-01 3.963017632065939377e-01 9.636606150835078655e-01
1.786528262496765507e+01 5.439606978055815389e-01 4.012451407587616647e-01 9.780373475473936873e-01
1.789654938041479681e+01 6.256869039701893342e-01 4.066139336595378517e-01 9.890877021800125179e-01
1.787945765950191301e+01 6.787010489619016429e-01 4.151443882857664414e-01 1.011624978357295035e+00
1.787850904430954913e+01 7.663107861080894478e-01 4.160503083737484009e-01 1.012359872150340179e+00
1.789551235446272415e+01 7.968537986604242729e-01 4.295728115512418843e-01 1.045080105247106372e+00
1.789289972463052791e+01 8.906748858011395154e-01 4.376098089943850078e-01 1.064799003055882487e+00
1.789333477595073063e+01 9.447378692219193796e-01 4.165674891367327493e-01 1.011625839926704407e+00
1.789321153123399455e+01 1.013565457869912922e+00 4.138558091639270575e-01 1.004246108584077035e+00
1.789523641397438425e+01 1.130759427908161863e+00 4.141428345262002653e-01 1.003963174692632743e+00
1.791176832235677807e+01 1.200106239241260031e+00 4.172429841144914553e-01 1.010619230070920027e+00
1.792114523669330239e+01 1.260128446316931994e+00 4.067363904159506105e-01 9.858420727169482367e-01
1.791506741022954330e+01 1.319499582393848458e+00 3.944510158417295353e-01 9.557903731907139155e-01
1.787114372053709843e+01 1.409548846786374154e+00 3.953265562502395469e-01 9.558012357286386207e-01
1.786731905004115006e+01 1.490000009536743164e+00 4.052742348340637180e-01 9.805607861241424361e-01
1.787686639456183713e+01 1.524729935654803414e+00 4.062248668988684419e-01 9.847766931971890791e-01
1.789722570776350352e+01 1.598358000133180745e+00 4.171041111695792947e-01 1.013809038872595103e+00
1.790955962250645683e+01 1.790205474283447007e+00 4.085324479131023367e-01 9.933696348169123169e-01
1.791846313840037652e+01 2.045943585969542955e+00 4.230119093877930392e-01 1.029166123564019264e+00
1.789272758098456251e+01 2.396049518966933078e+00 4.241358078520040542e-01 1.033762457167112458e+00
1.786304012964694365e+01 2.722926591693968668e+00 4.208308196482505315e-01 1.024900159894550189e+00
1.783058569176960262e+01 3.035059060447939938e+00 4.202018980069079368e-01 1.023243714862811515e+00
1.784815242207859498e+01 3.825493452911546743e+00 4.002754147260398354e-01 9.790671427105924751e-01
1.975285689342530659e+01 3.231963459290411733e-01 4.013614909431418853e-01 9.723638633264315434e-01
1.973359293481833276e+01 4.266981540428054220e-01 3.875846589923623853e-01 9.419843104631829833e-01
1.971771214554265583e+01 4.745828703978189900e-01 4.018318075048546989e-01 9.769911325372007127e-01
1.971623983469314112e+01 5.245454311370849609e-01 4.034969936332975515e-01 9.852996588534809197e-01
1.970383130083669343e+01 6.112510751340990423e-01 4.067982986535853551e-01 9.918906462542855795e-01
1.970793164816619836e+01 6.586613326095599463e-01 4.150152600996420138e-01 1.011805495159946000e+00
1.970268724332823851e+01 7.511789259556747034e-01 4.240412327138862181e-01 1.033151161490999614e+00
1.970171779631691678e+01 7.834637195914501140e-01 4.228532133059036968e-01 1.029208372658371617e+00
1.970106242605324454e+01 8.757662575161760943e-01 4.361657890692087758e-01 1.062248790910407248e+00
1.971677113890955013e+01 9.348028261016396723e-01 4.229119235327740700e-01 1.027961262910390028e+00
1.969912048561815610e+01 9.990528899992279221e-01 4.109590032924861358e-01 9.979192501833851203e-01
