1.547496167040547554e+01 4.441942216124502019e-01 -7.885629231542679030e-02 5.302525183749320914e-02 -6.841261130299725046e-02 3.260406864926583548e-02
1.538833348753481189e+01 4.854254654508627365e-01 -9.945932535097679050e-02 4.343106558095330416e-02 -3.808429667204560332e-02 2.563103967295165403e-02
1.537668756654615265e+01 5.252365268627727790e-01 -8.836972765866324409e-02 3.543475980789249219e-02 -1.756519589417049332e-02 2.048710850224789645e-02
1.536505312470042206e+01 5.636411880414331499e-01 -3.502350018171762613e-02 3.615041318946370097e-02 -1.220539282048527241e-02 2.072671962961251946e-02
1.537929056784518700e+01 6.009595275065147124e-01 4.186836120783077320e-03 3.610774078519132790e-02 -5.245514049746047291e-03 2.033615319489793030e-02
1.541022425768296422e+01 6.380639446713558538e-01 6.506750110824299771e-02 3.607759478577339529e-02 6.681583548264313777e-03 1.977732293451650927e-02
1.546152142863054202e+01 6.775407359899925375e-01 8.580952344203099380e-02 3.396761467192793704e-02 -1.505230386826648427e-02 1.804713565359997163e-02
1.552949090008185706e+01 7.237370293887102068e-01 3.104961881567347426e-02 3.809350899561927267e-02 -4.121859693206886277e-05 1.975555464784185117e-02
1.937700852481219371e+01 4.084238537511101219e-01 -1.033379952430626414e-01 2.979660453216802229e-02 -1.652626311516214308e-02 1.707676554063417354e-02
1.915917580586195257e+01 4.637102335721169921e-01 -5.793991093284504151e-02 2.391979272841285656e-02 -1.247134466770738644e-02 1.313989661530457972e-02
1.901787525305109838e+01 5.139554730913582503e-01 -6.462909164455954425e-02 2.068618344120237013e-02 -1.852838274336465751e-02 1.108857075057877173e-02
1.896835033854261710e+01 5.606819521380921323e-01 -6.806772546659690948e-02 1.990913691620355142e-02 1.325173269123452839e-02 1.053740182330961672e-02
1.895127250946294595e+01 6.062958573945772534e-01 -3.145613109779625549e-02 1.920088960901772737e-02 4.091271899029132880e-02 1.008998589746706517e-02
1.895759363813035137e+01 6.515022216326872284e-01 2.865460500117014350e-02 1.711901185774962128e-02 2.245829687395054994e-02 8.880421454243274393e-03
1.898290092536158014e+01 6.983959380331080657e-01 4.729084704087971325e-02 1.676970063401157091e-02 2.605744252122565996e-03 8.509241596075642691e-03
1.903351539503554690e+01 7.523639381248078406e-01 1.258597849733023022e-02 1.931735259868019514e-02 3.411826038933618577e-02 9.586578634696557577e-03
2.406120562202881885e+01 3.883704230086441056e-01 -1.451171108884002914e-02 2.129764413303225634e-02 3.493995590699604855e-03 1.143015336687430890e-02
2.386678946698092219e+01 4.456550271429947641e-01 -3.939747992931841303e-02 1.800474859979302178e-02 1.664490786922567800e-02 9.468766242947774733e-03
2.372805180969892902e+01 5.015510071372336620e-01 -6.044302387245603647e-02 1.537172599429480375e-02 1.538747902215897856e-02 8.005958366905456189e-03
2.364598613545001982e+01 5.534042694408837226e-01 -3.017067125594428967e-02 1.381967082815055946e-02 7.537856461417731177e-03 7.105765557160380330e-03
2.360871769898286487e+01 6.055860220407648375e-01 9.904961524499773795e-03 1.243778613736782820e-02 2.511608755893100786e-02 6.350366194172861467e-03
2.358495784673233686e+01 6.563797879110905287e-01 2.126279316134021061e-02 1.211933050309543271e-02 2.360894173747347946e-02 6.194282171323979916e-03
2.361903293664901682e+01 7.087835381579488114e-01 2.230771665031974424e-02 1.201631024898669291e-02 1.671402918793902376e-02 6.073499050997985781e-03
2.367490634910204861e+01 7.672109999215346310e-01 -2.576383475788590616e-03 1.365751495900506193e-02 2.885145289456014783e-02 6.752832151788795353e-03
3.019472213064581823e+01 3.778313828718316003e-01 -7.395498760373042657e-03 1.598462079418750195e-02 7.997070504857872741e-03 8.214455535747771514e-03
3.005619855874281754e+01 4.373307672717713368e-01 -2.474646982175721099e-02 1.328522685330477821e-02 7.664942852035006027e-03 6.819096066739230647e-03
2.997051997644365784e+01 4.964290801735565251e-01 -7.461957610415126396e-03 1.182458949215472142e-02 6.245816433604778339e-03 6.092033494890666812e-03
2.992337915171867380e+01 5.531166209007757351e-01 1.071306463580352746e-02 1.010377389729073816e-02 1.702323966127866671e-03 5.168008122613675266e-03
2.990820354996547437e+01 6.089893565959501043e-01 2.943569798605971677e-02 9.355142439350191963e-03 6.713669845904823852e-03 4.754017807577289034e-03
2.992123469996118601e+01 6.641841212066774691e-01 2.578131187175334432e-02 8.476301165849754390e-03 6.959953575047040861e-03 4.316247859699247173e-03
2.996532708587560379e+01 7.206604043866569054e-01 2.928421380598233981e-03 9.161794651201673328e-03 6.685746195214115062e-04 4.636363016164714648e-03
3.006516194350617610e+01 7.827046821025049894e-01 -1.200912749817573122e-02 9.684997359579602949e-03 8.361437053159948007e-03 4.796398076122130628e-03
3.990084943809386431e+01 3.775874262957605865e-01 3.096927135211490975e-02 1.103815292564097779e-02 -2.984686817932184072e-03 5.712883932366677117e-03
3.981413010900478611e+01 4.423048419095830797e-01 -2.745912446762144299e-04 9.044061340480467545e-03 4.899851199126392665e-03 4.668078835431988330e-03
3.974796488619166013e+01 5.050692298896864996e-01 7.677607800534502758e-03 8.181498436226487814e-03 1.097812220716143372e-02 4.226267376447421543e-03
3.974787398473969802e+01 5.660438243685663728e-01 1.899583649357505788e-02 7.673984685593583654e-03 5.914220504382949883e-03 3.959409260627020505e-03
3.982163851123620901e+01 6.250516034558208922e-01 2.552102228837625775e-02 6.829445720826762822e-03 4.809173815919183699e-03 3.506324112322420795e-03
3.989047702261797923e+01 6.823491071938878605e-01 1.871024152251411082e-02 6.622851654192712066e-03 4.969622185057145751e-03 3.382793452219545055e-03
3.994722834325042982e+01 7.387503175157578150e-01 1.845021376860489504e-03 6.811666265176400011e-03 4.207001391517417588e-04 3.445783041511772324e-03
4.010995350786252800e+01 8.012073454789795379e-01 4.118882640782828633e-03 7.494160969854193194e-03 -4.697260074563250516e-03 3.695563048378491984e-03
5.792324046964674267e+01 3.837452304311571027e-01 3.152287047701191058e-02 7.830220009949064724e-03 -1.662712382524838758e-02 4.052978896376051993e-03
5.786079225742251708e+01 4.549651063654269190e-01 8.511292230988121155e-03 6.508157869652494640e-03 -5.618116882331047890e-03 3.359507721817343168e-03
5.777391819422400232e+01 5.222021868239203890e-01 3.320685981444970736e-04 5.670308002200170373e-03 1.090072607152769990e-04 2.927368101357609009e-03
5.776915304053881783e+01 5.871954452828973547e-01 7.620793310822659983e-03 5.082529775906186216e-03 1.358714969597274447e-03 2.620280611631533620e-03
